id,category,info,last_updated
448,Locations,"PGs available in Hinjawadi, Kharadi, Pimple Saudagar, Baner, Talwade",2025-01-11
449,Offers,10% discount for new customers,2025-01-07
450,Pricing,Private room in Hinjawadi: ₹10044/month,2025-01-30
451,Offers,₹2000 off for 6-month stays,2025-01-18
452,Pricing,Private room in Kharadi: ₹11666/month,2025-01-23
453,Pricing,Shared room in Hinjawadi: ₹11648/month,2025-01-15
454,Locations,"PGs available in Kharadi, Pimple Saudagar",2025-01-17
455,Availability,3 Executive rooms available in Kharadi,2025-01-24
456,Locations,"PGs available in Pimple Saudagar, Kharadi, Baner, Hinjawadi, Talwade",2025-01-07
457,Availability,1 Private rooms available in Talwade,2025-02-03
458,Locations,"PGs available in Talwade, Hinjawadi, Baner",2025-01-06
459,Availability,3 Executive rooms available in Talwade,2025-01-19
460,Pricing,Private room in Kharadi: ₹19795/month,2025-01-12
461,Availability,8 Executive rooms available in Talwade,2025-01-17
462,Locations,"PGs available in Hinjawadi, Pimple Saudagar, Talwade, Kharadi",2025-01-20
463,Availability,9 Executive rooms available in Hinjawadi,2025-01-15
464,Offers,10% discount for new customers,2025-01-10
465,Locations,"PGs available in Kharadi, Pimple Saudagar, Hinjawadi, Talwade",2025-01-20
466,Locations,"PGs available in Hinjawadi, Kharadi, Pimple Saudagar, Talwade, Baner",2025-01-29
467,Pricing,Executive room in Pimple Saudagar: ₹8183/month,2025-01-18
468,Offers,10% discount for new customers,2025-02-01
469,Offers,10% discount for new customers,2025-01-08
470,Availability,9 Shared rooms available in Kharadi,2025-01-17
471,Locations,"PGs available in Kharadi, Hinjawadi, Talwade",2025-01-20
472,Pricing,Private room in Pimple Saudagar: ₹16234/month,2025-01-27
473,Availability,9 Private rooms available in Talwade,2025-01-09
474,Locations,"PGs available in Talwade, Hinjawadi, Kharadi, Pimple Saudagar, Baner",2025-02-03
475,Locations,"PGs available in Baner, Pimple Saudagar",2025-01-04
476,Offers,₹2000 off for 6-month stays,2025-01-24
477,Pricing,Private room in Baner: ₹13797/month,2025-01-16
478,Pricing,Executive room in Hinjawadi: ₹14851/month,2025-01-06
479,Locations,"PGs available in Talwade, Baner",2025-01-04
480,Locations,"PGs available in Pimple Saudagar, Hinjawadi, Baner",2025-01-24
481,Locations,"PGs available in Hinjawadi, Pimple Saudagar",2025-01-20
482,Availability,6 Private rooms available in Kharadi,2025-01-22
483,Pricing,Executive room in Hinjawadi: ₹17665/month,2025-02-01
484,Availability,7 Private rooms available in Talwade,2025-01-04
485,Locations,"PGs available in Talwade, Kharadi",2025-01-27
486,Locations,"PGs available in Talwade, Baner, Hinjawadi",2025-01-28
487,Availability,9 Executive rooms available in Kharadi,2025-01-28
488,Availability,2 Shared rooms available in Talwade,2025-02-03
489,Availability,10 Private rooms available in Hinjawadi,2025-01-06
490,Offers,₹2000 off for 6-month stays,2025-01-12
491,Offers,10% discount for new customers,2025-02-03
492,Locations,"PGs available in Talwade, Baner",2025-01-20
493,Availability,3 Private rooms available in Pimple Saudagar,2025-01-08
494,Offers,Free first-week meals,2025-01-25
495,Offers,₹2000 off for 6-month stays,2025-01-19
496,Offers,Free first-week meals,2025-01-24
497,Pricing,Shared room in Baner: ₹13515/month,2025-01-05
498,Locations,"PGs available in Hinjawadi, Baner, Pimple Saudagar",2025-01-25
499,Availability,1 Private rooms available in Hinjawadi,2025-01-10
500,Locations,"PGs available in Talwade, Hinjawadi, Baner, Pimple Saudagar, Kharadi",2025-01-21
501,Availability,9 Executive rooms available in Talwade,2025-01-31
502,Locations,"PGs available in Talwade, Pimple Saudagar, Kharadi",2025-02-01
503,Pricing,Shared room in Baner: ₹15936/month,2025-01-29
504,Locations,"PGs available in Talwade, Hinjawadi",2025-01-20
505,Locations,"PGs available in Kharadi, Hinjawadi",2025-01-14
506,Locations,"PGs available in Kharadi, Pimple Saudagar, Hinjawadi, Talwade, Baner",2025-01-25
507,Availability,10 Private rooms available in Pimple Saudagar,2025-01-13
508,Availability,2 Executive rooms available in Kharadi,2025-01-20
509,Locations,"PGs available in Kharadi, Hinjawadi",2025-01-08
510,Pricing,Shared room in Talwade: ₹8190/month,2025-02-01
511,Offers,Free first-week meals,2025-01-28
512,Locations,"PGs available in Baner, Talwade, Pimple Saudagar",2025-01-29
513,Locations,"PGs available in Baner, Kharadi",2025-01-20
514,Locations,"PGs available in Baner, Kharadi, Talwade, Hinjawadi",2025-01-17
515,Pricing,Shared room in Kharadi: ₹12584/month,2025-02-03
516,Offers,10% discount for new customers,2025-01-21
517,Locations,"PGs available in Pimple Saudagar, Hinjawadi, Kharadi",2025-01-16
518,Offers,10% discount for new customers,2025-01-12
519,Pricing,Private room in Pimple Saudagar: ₹12544/month,2025-01-13
520,Locations,"PGs available in Talwade, Pimple Saudagar, Baner",2025-02-02
521,Locations,"PGs available in Kharadi, Baner, Talwade, Hinjawadi",2025-01-12
522,Availability,7 Executive rooms available in Kharadi,2025-01-15
523,Pricing,Shared room in Talwade: ₹10535/month,2025-01-21
524,Availability,7 Shared rooms available in Kharadi,2025-01-17
525,Offers,₹2000 off for 6-month stays,2025-02-02
526,Availability,2 Shared rooms available in Baner,2025-01-05
527,Pricing,Shared room in Kharadi: ₹13806/month,2025-01-31
528,Locations,"PGs available in Hinjawadi, Baner, Talwade, Kharadi, Pimple Saudagar",2025-01-23
529,Locations,"PGs available in Hinjawadi, Talwade, Kharadi, Pimple Saudagar",2025-01-16
530,Availability,5 Executive rooms available in Pimple Saudagar,2025-01-15
531,Availability,1 Private rooms available in Kharadi,2025-01-31
532,Locations,"PGs available in Talwade, Hinjawadi, Pimple Saudagar, Baner",2025-01-27
533,Offers,10% discount for new customers,2025-01-20
534,Availability,7 Shared rooms available in Baner,2025-01-06
535,Offers,10% discount for new customers,2025-01-16
536,Availability,9 Executive rooms available in Pimple Saudagar,2025-01-04
537,Availability,10 Shared rooms available in Pimple Saudagar,2025-01-10
538,Pricing,Shared room in Talwade: ₹9335/month,2025-02-01
539,Locations,"PGs available in Kharadi, Hinjawadi, Talwade, Baner, Pimple Saudagar",2025-02-01
540,Availability,8 Shared rooms available in Hinjawadi,2025-01-21
541,Availability,2 Private rooms available in Kharadi,2025-01-29
542,Locations,"PGs available in Hinjawadi, Baner, Pimple Saudagar, Kharadi, Talwade",2025-01-26
543,Availability,9 Private rooms available in Hinjawadi,2025-01-20
544,Pricing,Executive room in Kharadi: ₹19062/month,2025-01-10
545,Locations,"PGs available in Hinjawadi, Talwade, Baner, Pimple Saudagar, Kharadi",2025-01-31
546,Locations,"PGs available in Talwade, Kharadi",2025-01-21
547,Locations,"PGs available in Talwade, Hinjawadi, Pimple Saudagar",2025-01-05
548,Locations,"PGs available in Hinjawadi, Talwade",2025-01-27
549,Availability,2 Shared rooms available in Pimple Saudagar,2025-02-02
550,Offers,Free first-week meals,2025-01-29
551,Offers,10% discount for new customers,2025-01-16
552,Offers,10% discount for new customers,2025-01-26
553,Availability,6 Shared rooms available in Baner,2025-01-05
554,Locations,"PGs available in Kharadi, Talwade",2025-01-16
555,Pricing,Private room in Talwade: ₹11048/month,2025-01-29
556,Availability,5 Private rooms available in Hinjawadi,2025-01-27
557,Offers,10% discount for new customers,2025-01-05
558,Offers,Free first-week meals,2025-01-04
559,Offers,₹2000 off for 6-month stays,2025-01-30
560,Pricing,Executive room in Talwade: ₹18050/month,2025-02-03
561,Offers,₹2000 off for 6-month stays,2025-01-08
562,Locations,"PGs available in Talwade, Baner",2025-01-31
563,Pricing,Executive room in Kharadi: ₹18186/month,2025-01-20
564,Availability,10 Executive rooms available in Kharadi,2025-01-14
565,Locations,"PGs available in Pimple Saudagar, Talwade, Hinjawadi, Kharadi",2025-01-15
566,Locations,"PGs available in Kharadi, Talwade, Hinjawadi",2025-01-23
567,Pricing,Executive room in Kharadi: ₹9271/month,2025-01-29
568,Pricing,Shared room in Baner: ₹18820/month,2025-01-07
569,Pricing,Shared room in Hinjawadi: ₹17366/month,2025-01-24
570,Offers,Free first-week meals,2025-01-05
571,Locations,"PGs available in Talwade, Pimple Saudagar, Hinjawadi",2025-01-20
572,Availability,6 Private rooms available in Baner,2025-01-08
573,Pricing,Shared room in Kharadi: ₹14978/month,2025-01-28
574,Locations,"PGs available in Kharadi, Hinjawadi, Baner",2025-01-10
575,Locations,"PGs available in Pimple Saudagar, Kharadi, Hinjawadi, Talwade",2025-01-09
576,Availability,2 Shared rooms available in Pimple Saudagar,2025-01-04
577,Pricing,Executive room in Pimple Saudagar: ₹16212/month,2025-01-31
578,Locations,"PGs available in Hinjawadi, Kharadi",2025-01-23
579,Pricing,Shared room in Baner: ₹17789/month,2025-01-14
580,Offers,₹2000 off for 6-month stays,2025-01-22
581,Locations,"PGs available in Pimple Saudagar, Hinjawadi",2025-01-19
582,Availability,10 Private rooms available in Hinjawadi,2025-01-22
583,Offers,₹2000 off for 6-month stays,2025-01-11
584,Offers,10% discount for new customers,2025-01-15
585,Availability,3 Private rooms available in Talwade,2025-01-31
586,Availability,4 Private rooms available in Hinjawadi,2025-01-25
587,Locations,"PGs available in Pimple Saudagar, Kharadi",2025-01-08
588,Offers,10% discount for new customers,2025-01-20
589,Locations,"PGs available in Hinjawadi, Pimple Saudagar, Talwade, Baner, Kharadi",2025-01-08
590,Availability,2 Shared rooms available in Pimple Saudagar,2025-01-26
591,Locations,"PGs available in Kharadi, Talwade, Hinjawadi, Pimple Saudagar, Baner",2025-01-17
592,Offers,Free first-week meals,2025-01-24
593,Locations,"PGs available in Talwade, Baner",2025-01-06
594,Locations,"PGs available in Baner, Hinjawadi",2025-01-29
595,Pricing,Private room in Talwade: ₹16017/month,2025-01-20
596,Pricing,Shared room in Hinjawadi: ₹15544/month,2025-01-26
597,Offers,₹2000 off for 6-month stays,2025-01-31
598,Pricing,Shared room in Hinjawadi: ₹9959/month,2025-01-11
599,Availability,8 Executive rooms available in Pimple Saudagar,2025-02-03
600,Pricing,Executive room in Pimple Saudagar: ₹13479/month,2025-01-31
601,Offers,Free first-week meals,2025-01-05
602,Offers,10% discount for new customers,2025-01-10
603,Locations,"PGs available in Talwade, Hinjawadi, Kharadi, Pimple Saudagar",2025-01-06
604,Offers,₹2000 off for 6-month stays,2025-01-25
605,Locations,"PGs available in Hinjawadi, Talwade",2025-01-13
606,Pricing,Shared room in Baner: ₹9891/month,2025-01-13
607,Locations,"PGs available in Kharadi, Pimple Saudagar, Talwade",2025-01-26
608,Locations,"PGs available in Talwade, Hinjawadi",2025-01-16
609,Locations,"PGs available in Baner, Talwade",2025-01-08
610,Pricing,Executive room in Kharadi: ₹13914/month,2025-01-25
611,Offers,Free first-week meals,2025-01-25
612,Availability,10 Private rooms available in Pimple Saudagar,2025-01-06
613,Locations,"PGs available in Hinjawadi, Baner, Pimple Saudagar, Kharadi",2025-01-28
614,Pricing,Executive room in Talwade: ₹11864/month,2025-01-14
615,Offers,10% discount for new customers,2025-01-25
616,Offers,10% discount for new customers,2025-01-05
617,Locations,"PGs available in Hinjawadi, Baner, Talwade, Kharadi",2025-01-07
618,Locations,"PGs available in Pimple Saudagar, Baner, Kharadi",2025-01-28
619,Availability,8 Shared rooms available in Kharadi,2025-01-29
620,Pricing,Private room in Pimple Saudagar: ₹19038/month,2025-01-16
621,Availability,3 Shared rooms available in Kharadi,2025-02-03
622,Availability,7 Private rooms available in Baner,2025-01-15
623,Offers,10% discount for new customers,2025-01-30
624,Offers,Free first-week meals,2025-01-22
625,Locations,"PGs available in Baner, Kharadi",2025-01-18
626,Pricing,Executive room in Pimple Saudagar: ₹15656/month,2025-02-01
627,Locations,"PGs available in Baner, Pimple Saudagar, Hinjawadi, Talwade",2025-01-31
628,Availability,5 Executive rooms available in Hinjawadi,2025-01-22
629,Pricing,Executive room in Pimple Saudagar: ₹9949/month,2025-01-19
630,Locations,"PGs available in Talwade, Hinjawadi",2025-01-04
631,Locations,"PGs available in Talwade, Kharadi, Hinjawadi",2025-01-09
632,Offers,Free first-week meals,2025-01-08
633,Availability,6 Executive rooms available in Baner,2025-01-05
634,Pricing,Private room in Talwade: ₹19301/month,2025-01-26
635,Pricing,Executive room in Kharadi: ₹14444/month,2025-01-08
636,Pricing,Executive room in Talwade: ₹8041/month,2025-01-17
637,Offers,₹2000 off for 6-month stays,2025-01-14
638,Pricing,Shared room in Talwade: ₹12875/month,2025-02-01
639,Offers,10% discount for new customers,2025-01-25
640,Offers,10% discount for new customers,2025-01-29
641,Pricing,Shared room in Talwade: ₹17769/month,2025-02-01
642,Availability,9 Shared rooms available in Talwade,2025-01-12
643,Locations,"PGs available in Hinjawadi, Talwade, Kharadi, Pimple Saudagar",2025-01-24
644,Pricing,Executive room in Pimple Saudagar: ₹14813/month,2025-01-06
645,Availability,5 Private rooms available in Pimple Saudagar,2025-01-08
646,Availability,4 Executive rooms available in Hinjawadi,2025-01-25
647,Availability,10 Executive rooms available in Baner,2025-01-14
648,Pricing,Executive room in Baner: ₹8228/month,2025-01-25
649,Offers,Free first-week meals,2025-01-24
650,Pricing,Shared room in Talwade: ₹18591/month,2025-01-29
651,Pricing,Shared room in Pimple Saudagar: ₹19544/month,2025-01-22
652,Offers,10% discount for new customers,2025-01-11
653,Pricing,Executive room in Hinjawadi: ₹11002/month,2025-01-06
654,Pricing,Executive room in Baner: ₹8175/month,2025-01-30
655,Pricing,Private room in Pimple Saudagar: ₹11218/month,2025-01-11
656,Offers,Free first-week meals,2025-02-03
657,Pricing,Executive room in Kharadi: ₹17874/month,2025-01-14
658,Availability,7 Executive rooms available in Kharadi,2025-01-07
659,Offers,10% discount for new customers,2025-02-01
660,Locations,"PGs available in Hinjawadi, Talwade",2025-01-04
661,Availability,2 Private rooms available in Baner,2025-01-13
662,Availability,2 Shared rooms available in Baner,2025-01-30
663,Availability,4 Private rooms available in Baner,2025-01-27
664,Locations,"PGs available in Baner, Hinjawadi, Kharadi, Pimple Saudagar, Talwade",2025-01-06
665,Pricing,Private room in Pimple Saudagar: ₹17478/month,2025-01-25
666,Locations,"PGs available in Talwade, Hinjawadi, Pimple Saudagar, Kharadi",2025-01-20
667,Locations,"PGs available in Hinjawadi, Baner",2025-01-31
668,Availability,6 Private rooms available in Pimple Saudagar,2025-02-02
669,Pricing,Private room in Kharadi: ₹16288/month,2025-01-31
670,Pricing,Shared room in Hinjawadi: ₹9265/month,2025-01-16
671,Offers,Free first-week meals,2025-01-21
672,Availability,5 Shared rooms available in Kharadi,2025-02-03
673,Offers,Free first-week meals,2025-01-13
674,Availability,10 Executive rooms available in Hinjawadi,2025-01-13
675,Locations,"PGs available in Hinjawadi, Pimple Saudagar, Talwade, Kharadi, Baner",2025-01-20
676,Availability,4 Private rooms available in Kharadi,2025-01-16
677,Pricing,Executive room in Hinjawadi: ₹17759/month,2025-02-03
678,Locations,"PGs available in Pimple Saudagar, Talwade",2025-01-22
679,Availability,9 Shared rooms available in Hinjawadi,2025-01-30
680,Locations,"PGs available in Kharadi, Talwade, Pimple Saudagar",2025-01-06
681,Availability,6 Private rooms available in Baner,2025-01-16
682,Locations,"PGs available in Baner, Pimple Saudagar, Hinjawadi, Talwade",2025-01-06
683,Offers,10% discount for new customers,2025-01-22
684,Pricing,Shared room in Pimple Saudagar: ₹9191/month,2025-01-08
685,Locations,"PGs available in Pimple Saudagar, Kharadi, Baner, Talwade, Hinjawadi",2025-01-07
686,Pricing,Shared room in Hinjawadi: ₹11170/month,2025-01-07
687,Pricing,Executive room in Kharadi: ₹17908/month,2025-01-30
688,Availability,10 Shared rooms available in Kharadi,2025-01-19
689,Pricing,Shared room in Pimple Saudagar: ₹10803/month,2025-01-31
690,Locations,"PGs available in Talwade, Baner, Pimple Saudagar, Kharadi, Hinjawadi",2025-01-09
691,Availability,5 Executive rooms available in Baner,2025-01-10
692,Pricing,Executive room in Pimple Saudagar: ₹9502/month,2025-01-31
